,race_id,office,loc_date_id,state,abbrev,year,GOP_win,winner,rival,pred_GOP,pred_DEM,unopposed,inc_GOP_running,inc_DEM_running,prez_GOP,approval_effects_GOP,approval_effects_DEM,nat_UR_effects_GOP,nat_UR_effects_DEM,state_UR_effects_GOP,state_UR_effects_DEM,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
48,IA_gov_1982,IA_gov,IA_1982,Iowa,IA,1982,1,Terry E  Branstad,Roxanne Conlin,1,0,0,0,0,1.0,-6.0,0.0,10.4,0.0,8.8,0.0,1402072,1484325,804474,603148,951559,527216,2782721,43400,6543,18723,26958,0.485751614,0.514248386,0.27871218,0.20896224600000002,0.329670174,0.1826554,0.9640811709999999,0.015036047,0.00226684,0.006486634,0.009339672
49,KS_gov_1982,KS_gov,KS_1982,Kansas,KS,1982,1,Sam Hardage,James H  Ward,0,1,0,0,0,1.0,-6.0,0.0,10.4,0.0,7.0,0.0,1168482,1217976,651551,514703,800815,419389,2113029,129700,18761,30141,69405,0.48963023899999997,0.510369761,0.27302009899999996,0.215676538,0.33556635,0.175737013,0.8854247590000001,0.054348327,0.007861442,0.012630015,0.02908285
50,ME_gov_1982,ME_gov,ME_1982,Maine,ME,1982,1,Charles R  Cragin,Venn Warren,0,1,0,0,0,1.0,-6.0,0.0,10.4,0.0,8.5,0.0,556558,588756,318910,231449,398050,196905,1126684,3732,4692,4145,5370,0.48594359299999995,0.514056407,0.278447657,0.20208344600000003,0.34754661200000003,0.171922285,0.983733718,0.003258495,0.004096693,0.003619095,0.004688671
51,MD_gov_1982,MD_gov,MD_1982,Maryland,MD,1982,1,Robert A  Pascal,Unopposed,0,1,1,0,0,1.0,-6.0,0.0,10.4,0.0,8.2,0.0,2097982,2231891,1166472,929135,1630920,603347,3134889,1003914,9854,91286,76817,0.48453661299999995,0.515463387,0.269400973,0.214587125,0.37666693700000003,0.139345196,0.7240140759999999,0.231857609,0.0022758170000000003,0.021082835,0.017741167
52,MA_gov_1982,MA_gov,MA_1982,Massachusetts,MA,1982,0,Michael Dukakis,John W  Sears,0,1,0,0,0,1.0,-6.0,0.0,10.4,0.0,7.7,0.0,2762463,3030451,1462926,1271770,2038910,1019308,5213453,236849,9807,101828,170344,0.476869327,0.5231306729999999,0.252537151,0.219538906,0.35196621299999997,0.17595773,0.8999707229999999,0.040885986,0.00169293,0.017578027,0.029405581
53,MI_gov_1982,MI_gov,MI_1982,Michigan,MI,1982,0,James Blanchard,Richard Headlee,1,0,0,0,0,1.0,-6.0,0.0,10.4,0.0,16.2,0.0,4515507,4753214,2693342,2005555,3223237,1346588,7695569,1216083,47063,88486,170271,0.487176925,0.512823075,0.290583998,0.216378829,0.347754237,0.145283044,0.8302730229999999,0.131202892,0.005077615,0.009546731999999999,0.018370496
54,MN_gov_1982,MN_gov,MN_1982,Minnesota,MN,1982,0,Rudy Perpich,Wheelock Whitney,1,0,0,0,0,1.0,-6.0,0.0,10.4,0.0,8.8,0.0,2027297,2108498,1170803,902460,1398740,663792,3943224,60849,39366,45751,36475,0.490183145,0.509816855,0.283090192,0.21820714,0.338203417,0.160499251,0.953437973,0.01471277,0.009518363,0.011062202,0.008819344
55,NE_gov_1982,NE_gov,NE_1982,Nebraska,NE,1982,0,Bob Kerrey,Unopposed,1,0,1,0,0,1.0,-6.0,0.0,10.4,0.0,6.0,0.0,766603,804934,443538,332625,518645,276729,1460074,49838,9799,12155,29814,0.48780461399999997,0.512195386,0.282231981,0.21165585,0.330024047,0.176088123,0.9290738940000001,0.031712903,0.006235297,0.007734466,0.018971236000000002
56,NV_gov_1982,NV_gov,NV_1982,Nevada,NV,1982,0,Richard Bryan,None of,1,0,0,0,0,1.0,-6.0,0.0,10.4,0.0,10.6,0.0,446424,434337,232029,190962,340505,117265,696994,56717,15403,30631,67987,0.50686168,0.49313832,0.263441501,0.216814777,0.386603176,0.133140546,0.791354295,0.06439544900000001,0.017488286000000002,0.03477788,0.077191202
57,NH_gov_1982,NH_gov,NH_1982,New_Hampshire,NH,1982,1,John H  Sununu,,0,1,0,0,0,1.0,-6.0,0.0,10.4,0.0,6.9,0.0,467478,490860,262217,203299,345003,147820,939191,4899,1535,5189,6736,0.487800755,0.512199245,0.273616407,0.212137054,0.360001377,0.154246205,0.980020619,0.005111975,0.0016017310000000001,0.005414581999999999,0.007028835
