year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1997,Mississippi,MS,Mississippi_1997,MS_1997,2763226,1330673,1432553,766659,499776,1948711,448400,1679830,998183,10714,28006,32478,0.481565026,0.518434974,0.277450704,0.180866856,0.705230408,0.162274096,0.607923492,0.361238277,0.003877352,0.010135255,0.011753653
1998,Mississippi,MS,Mississippi_1998,MS_1998,2790370,1344967,1445403,769502,501017,1989156,451314,1688730,1010059,11027,29696,34841,0.482003104,0.517996896,0.275770597,0.179552174,0.712864602,0.161739841,0.60519931,0.361980311,0.003951806,0.010642316,0.012486158
1999,Mississippi,MS,Mississippi_1999,MS_1999,2817514,1359260,1458254,772344,502259,2029602,454229,1697630,1021934,11339,31387,37205,0.482432385,0.517567615,0.274122507,0.178263178,0.720352055,0.161216235,0.602527618,0.362707692,0.00402447,0.011139962,0.013204903
2000,Mississippi,MS,Mississippi_2000,MS_2000,2844658,1373554,1471104,775187,503500,2070047,457144,1706530,1033809,11652,33077,39569,0.482853826,0.517146174,0.27250622,0.17699843,0.727696264,0.160702622,0.599906913,0.363421192,0.004096099,0.01162776,0.013909932
2001,Mississippi,MS,Mississippi_2001,MS_2001,2856922,1380323,1476599,773224,503542,2134449,465546,1703198,1040267,11990,36278,43760,0.483150398,0.516849602,0.270649321,0.176253324,0.747114902,0.162953696,0.596165384,0.364121597,0.004196824,0.012698282,0.015317184
2002,Mississippi,MS,Mississippi_2002,MS_2002,2869186,1387091,1482095,771261,503583,2198851,473948,1699865,1046724,12328,39480,47951,0.483444085,0.516555915,0.268808296,0.17551424,0.766367534,0.165185526,0.592455491,0.364815665,0.004296689,0.01376,0.016712406
2003,Mississippi,MS,Mississippi_2003,MS_2003,2881450,1393860,1487590,769297,503625,2263253,482350,1696532,1053182,12665,42681,52143,0.483735619,0.516264381,0.266982596,0.174781794,0.785456281,0.167398358,0.588777178,0.365504173,0.004395357,0.014812334,0.018096097
2004,Mississippi,MS,Mississippi_2004,MS_2004,2893713,1400628,1493085,767334,503666,2327655,490752,1693199,1059639,13003,45883,56334,0.484024504,0.515975496,0.265172807,0.174055271,0.804383503,0.169592492,0.585130246,0.366186626,0.004493535,0.015856099,0.019467722
2005,Mississippi,MS,Mississippi_2005,MS_2005,2905978,1407397,1498581,765371,503708,2392057,499154,1689867,1066097,13341,49084,60525,0.484310962,0.515689038,0.263378112,0.173335104,0.823150416,0.17176799,0.581514038,0.366863411,0.004590881,0.016890699,0.020827756
2006,Mississippi,MS,Mississippi_2006,MS_2006,2918242,1414166,1504076,763408,503750,2456458,507555,1686534,1072555,13679,52285,64716,0.484595178,0.515404822,0.261598593,0.172621051,0.841759525,0.173924918,0.577928081,0.367534632,0.004687411,0.017916609,0.022176365
2007,Mississippi,MS,Mississippi_2007,MS_2007,2930505,1420934,1509571,761445,503791,2520860,515957,1683202,1079012,14017,55487,68907,0.484876839,0.515123161,0.259834056,0.171912691,0.860213513,0.176064194,0.574372676,0.36820002,0.004783135,0.018934279,0.023513695
2008,Mississippi,MS,Mississippi_2008,MS_2008,2942769,1427703,1515066,759481,503833,2585262,524359,1679868,1085470,14354,58688,73099,0.485156327,0.514843673,0.258083798,0.171210516,0.8785134,0.17818558,0.57084603,0.368860077,0.004877719,0.019943122,0.02484021
2009,Mississippi,MS,Mississippi_2009,MS_2009,2955033,1434471,1520562,757518,503874,2649664,532761,1676536,1091927,14692,61890,77290,0.485433158,0.514566842,0.256348406,0.170513832,0.896661391,0.180289357,0.567349332,0.369514317,0.004971856,0.020943929,0.026155376
2010,Mississippi,MS,Mississippi_2010,MS_2010,2967297,1441240,1526057,755555,503916,2714066,541163,1673203,1098385,15030,65091,81481,0.485708037,0.514291963,0.25462736,0.169823243,0.914659368,0.182375745,0.563881202,0.370163485,0.005065216,0.021936126,0.027459671
2011,Mississippi,MS,Mississippi_2011,MS_2011,2979561,1448009,1531552,753592,503958,2778468,549565,1669871,1104843,15368,68292,85672,0.485980653,0.514019347,0.252920481,0.16913834,0.932509185,0.184444957,0.560441958,0.37080731,0.005157807,0.022920155,0.028753229
2012,Mississippi,MS,Mississippi_2012,MS_2012,2991825,1454777,1537048,751629,503999,2842870,557967,1666538,1111300,15706,71494,89863,0.4862507,0.5137493,0.251227595,0.168458717,0.950212663,0.186497205,0.557030575,0.371445522,0.005249639,0.023896451,0.030036182
2013,Mississippi,MS,Mississippi_2013,MS_2013,3004089,1461546,1542543,749665,504041,2907272,566369,1663205,1117758,16043,74695,94055,0.486518875,0.513481125,0.249548199,0.167784976,0.967771594,0.188532697,0.553647046,0.372078857,0.005340388,0.024864443,0.031308993
2014,Mississippi,MS,Mississippi_2014,MS_2014,3016352,1468314,1548038,747702,504082,2971674,574771,1659872,1124215,16381,77897,98246,0.486784699,0.513215301,0.247882873,0.167116437,0.985188068,0.1905517,0.550291213,0.372706833,0.005430732,0.025824904,0.032571132
2015,Mississippi,MS,Mississippi_2015,MS_2015,3028617,1475083,1553534,745739,504124,3036076,583173,1656540,1130673,16719,81098,102437,0.487048379,0.512951621,0.24623087,0.166453533,1.00246284,0.192554225,0.546962524,0.373329807,0.005520341,0.026777239,0.033823029
2016,Mississippi,MS,Mississippi_2016,MS_2016,3040881,1481852,1559029,743776,504166,3100477,591574,1653207,1137131,17057,84299,106628,0.487310092,0.512689908,0.244592274,0.165796031,1.019598268,0.194540332,0.543660538,0.373947879,0.00560923,0.0277219,0.035064838
2017,Mississippi,MS,Mississippi_2017,MS_2017,3053144,1488620,1564524,741813,504207,3164879,599976,1649875,1143588,17395,87501,110819,0.487569535,0.512430465,0.242966922,0.165143537,1.036596702,0.196510875,0.540385583,0.374560781,0.005697406,0.02865931,0.036296683
2018,Mississippi,MS,Mississippi_2018,MS_2018,3065408,1495389,1570019,739849,504249,3229281,608378,1646541,1150046,17732,90702,115011,0.487827069,0.512172931,0.241354169,0.164496537,1.053458789,0.198465588,0.537136003,0.375168982,0.005784548,0.029588883,0.037518986
1970,Missouri,MO,Missouri_1970,MO_1970,4676501,2255952,2420549,1552872,820231,1519766,783632,4117415,480172,5405,13429,60080,0.482401693,0.517598307,0.33205852,0.175394168,0.324979295,0.167568017,0.880447796,0.102677622,0.001155779,0.002871591,0.012847212
1971,Missouri,MO,Missouri_1971,MO_1971,4700520,2266906,2433614,1533833,841651,1532431,792605,4135350,483493,6362,14582,59237,0.482267068,0.517732932,0.326311344,0.179054871,0.326013079,0.168620706,0.879764366,0.102859471,0.001353467,0.00310221,0.012602223
1972,Missouri,MO,Missouri_1972,MO_1972,4724538,2277859,2446679,1514794,863071,1545096,801577,4153283,486815,7318,15736,58395,0.482133703,0.517866297,0.320622673,0.182678391,0.327036421,0.169662515,0.879087648,0.103039705,0.001548935,0.003330696,0.012359939
1973,Missouri,MO,Missouri_1973,MO_1973,4748557,2288813,2459744,1495755,884491,1557760,810550,4171218,490136,8275,16889,57552,0.482001795,0.517998205,0.314991481,0.186265217,0.328049132,0.17069396,0.878418012,0.103217883,0.001742635,0.003556659,0.012119892
1974,Missouri,MO,Missouri_1974,MO_1974,4772575,2299766,2472809,1476716,905911,1570425,819522,4189153,493457,9231,18042,56709,0.481871107,0.518128893,0.309417034,0.18981598,0.329051927,0.17171485,0.8777553,0.103394289,0.001934176,0.003780349,0.011882265
1975,Missouri,MO,Missouri_1975,MO_1975,4796594,2310720,2485874,1457678,927331,1583090,828495,4207087,496779,10188,19196,55867,0.481741836,0.518258164,0.303898558,0.193331143,0.330044611,0.172725688,0.877098833,0.103569116,0.002124007,0.004002006,0.011647223
1976,Missouri,MO,Missouri_1976,MO_1976,4820612,2321673,2498939,1438639,948751,1595755,837468,4225021,500100,11145,20349,55024,0.481613745,0.518386255,0.298434929,0.196811318,0.331027471,0.173726489,0.87644909,0.103742014,0.002311947,0.004221248,0.011414318
1977,Missouri,MO,Missouri_1977,MO_1977,4844631,2332627,2512004,1419600,970171,1608420,846440,4242956,503421,12101,21502,54181,0.481487032,0.518512968,0.293025413,0.200256944,0.332000518,0.174717125,0.875805815,0.103913177,0.002497817,0.004438315,0.011183721
1978,Missouri,MO,Missouri_1978,MO_1978,4868649,2343580,2525069,1400561,991591,1621084,855413,4260891,506742,13058,22655,53338,0.481361462,0.518638538,0.287669331,0.203668615,0.332963826,0.175698228,0.875169066,0.104082673,0.002682058,0.004653242,0.010955401
1979,Missouri,MO,Missouri_1979,MO_1979,4892668,2354534,2538134,1381522,1013011,1633749,864385,4278824,510064,14014,23809,52496,0.481237231,0.518762769,0.282365777,0.207046748,0.333917813,0.176669457,0.874537982,0.104250687,0.002864286,0.004866261,0.010729524
1980,Missouri,MO,Missouri_1980,MO_1980,4916686,2365487,2551199,1362483,1034431,1646414,873358,4296759,513385,14971,24962,51653,0.481114108,0.518885892,0.277114097,0.210391918,0.334862548,0.177631437,0.873913648,0.104416878,0.003044937,0.005076997,0.010505654
1981,Missouri,MO,Missouri_1981,MO_1981,4936725,2375370,2561355,1357717,1024707,1673627,880673,4309536,516867,15457,28746,52658,0.481163119,0.518836881,0.275023827,0.207568175,0.339015643,0.178392153,0.872954438,0.104698358,0.003131023,0.005822889,0.010666586
1982,Missouri,MO,Missouri_1982,MO_1982,4956764,2385253,2571511,1352952,1014983,1700840,887988,4322312,520350,15944,32530,53663,0.481211734,0.518788266,0.272950659,0.204767263,0.343135158,0.179146717,0.872002782,0.104977764,0.003216615,0.006562749,0.010826216
1983,Missouri,MO,Missouri_1983,MO_1983,4976802,2395135,2581667,1348186,1005259,1728053,895304,4335089,523832,16430,36314,54668,0.481259853,0.518740147,0.27089404,0.201988948,0.347221569,0.179895443,0.871059166,0.10525474,0.003301317,0.007296654,0.010984564
1984,Missouri,MO,Missouri_1984,MO_1984,4996841,2405018,2591823,1343420,995535,1755266,902619,4347865,527314,16917,40098,55673,0.48130769,0.51869231,0.268853862,0.199232875,0.351275136,0.180637927,0.870122744,0.105529474,0.003385539,0.00802467,0.011141639
1985,Missouri,MO,Missouri_1985,MO_1985,5016880,2414901,2601979,1338655,985812,1782480,909934,4360642,530797,17403,43882,56678,0.481355145,0.518644855,0.266830181,0.196499019,0.355296519,0.18137448,0.869194001,0.105802212,0.003468889,0.008746871,0.01129746
1986,Missouri,MO,Missouri_1986,MO_1986,5036918,2424784,2612134,1333889,976088,1809693,917249,4373420,534279,17889,47666,57682,0.481402318,0.518597682,0.264822457,0.193786756,0.359285778,0.182105208,0.868273019,0.106072602,0.003551577,0.009463327,0.011451844
1987,Missouri,MO,Missouri_1987,MO_1987,5056957,2434667,2622290,1329123,966364,1836906,924564,4386196,537761,18376,51450,58687,0.481449022,0.518550978,0.262830592,0.19109595,0.36324335,0.182830109,0.867358769,0.106340829,0.003633806,0.010174103,0.011605201
