state_year,state,year,unemployment_rate_state_oct
UT_1990,UT,1990,4.3
UT_1991,UT,1991,4.8
UT_1992,UT,1992,4.7
UT_1993,UT,1993,3.8
UT_1994,UT,1994,3.9
UT_1995,UT,1995,3.4
UT_1996,UT,1996,3.3
UT_1997,UT,1997,3.2
UT_1998,UT,1998,3.7
UT_1999,UT,1999,3.4
UT_2000,UT,2000,3.6
UT_2001,UT,2001,4.8
UT_2002,UT,2002,5.9
UT_2003,UT,2003,5.5
UT_2004,UT,2004,4.7
UT_2005,UT,2005,3.9
UT_2006,UT,2006,2.7
UT_2007,UT,2007,2.8
UT_2008,UT,2008,3.9
UT_2009,UT,2009,7.7
UT_2010,UT,2010,7.7
UT_2011,UT,2011,6.3
UT_2012,UT,2012,5.1
UT_2013,UT,2013,4.3
UT_2014,UT,2014,3.7
UT_2015,UT,2015,3.6
UT_2016,UT,2016,3.3
UT_2017,UT,2017,3.2
VT_1976,VT,1976,7.9
VT_1977,VT,1977,6.5
VT_1978,VT,1978,5.4
VT_1979,VT,1979,5.2
VT_1980,VT,1980,6.5
VT_1981,VT,1981,5.9
VT_1982,VT,1982,7.2
VT_1983,VT,1983,5.8
VT_1984,VT,1984,4.7
VT_1985,VT,1985,4.7
VT_1986,VT,1986,4.2
VT_1987,VT,1987,3.4
VT_1988,VT,1988,3.2
VT_1989,VT,1989,4
VT_1990,VT,1990,5.5
VT_1991,VT,1991,6.2
VT_1992,VT,1992,5.8
VT_1993,VT,1993,5
VT_1994,VT,1994,4.4
VT_1995,VT,1995,4.3
VT_1996,VT,1996,4.2
VT_1997,VT,1997,3.7
VT_1998,VT,1998,3.3
VT_1999,VT,1999,2.9
VT_2000,VT,2000,2.9
VT_2001,VT,2001,3.5
VT_2002,VT,2002,4.2
VT_2003,VT,2003,4.2
VT_2004,VT,2004,3.5
VT_2005,VT,2005,3.6
VT_2006,VT,2006,3.9
VT_2007,VT,2007,4.2
VT_2008,VT,2008,5.1
VT_2009,VT,2009,6.4
VT_2010,VT,2010,6
VT_2011,VT,2011,5.4
VT_2012,VT,2012,4.8
VT_2013,VT,2013,4.3
VT_2014,VT,2014,3.9
VT_2015,VT,2015,3.5
VT_2016,VT,2016,3.2
VT_2017,VT,2017,2.9
VA_1976,VA,1976,5.8
VA_1977,VA,1977,5.3
VA_1978,VA,1978,5.2
VA_1979,VA,1979,4.6
VA_1980,VA,1980,5.3
VA_1981,VA,1981,6.4
VA_1982,VA,1982,7.8
VA_1983,VA,1983,5.7
VA_1984,VA,1984,5.2
VA_1985,VA,1985,5.4
VA_1986,VA,1986,5
VA_1987,VA,1987,3.9
VA_1988,VA,1988,4
VA_1989,VA,1989,4
VA_1990,VA,1990,5.1
VA_1991,VA,1991,6
VA_1992,VA,1992,6
VA_1993,VA,1993,5.1
VA_1994,VA,1994,4.6
VA_1995,VA,1995,4.6
VA_1996,VA,1996,4.4
VA_1997,VA,1997,3.3
VA_1998,VA,1998,2.9
VA_1999,VA,1999,2.8
VA_2000,VA,2000,2.1
VA_2001,VA,2001,3.9
VA_2002,VA,2002,4.2
VA_2003,VA,2003,4
VA_2004,VA,2004,3.7
VA_2005,VA,2005,3.5
VA_2006,VA,2006,3.1
VA_2007,VA,2007,3.2
VA_2008,VA,2008,4.4
VA_2009,VA,2009,7.1
VA_2010,VA,2010,6.9
VA_2011,VA,2011,6.6
VA_2012,VA,2012,5.9
VA_2013,VA,2013,5.6
VA_2014,VA,2014,5.1
VA_2015,VA,2015,4.1
VA_2016,VA,2016,4.2
VA_2017,VA,2017,3.6
WA_1976,WA,1976,9.1
WA_1977,WA,1977,7.7
WA_1978,WA,1978,6.9
WA_1979,WA,1979,6.6
WA_1980,WA,1980,8.5
WA_1981,WA,1981,10.3
WA_1982,WA,1982,12.2
WA_1983,WA,1983,10.6
WA_1984,WA,1984,9
WA_1985,WA,1985,8
WA_1986,WA,1986,8.1
WA_1987,WA,1987,7
WA_1988,WA,1988,6.1
WA_1989,WA,1989,5.8
WA_1990,WA,1990,5.3
WA_1991,WA,1991,6.6
WA_1992,WA,1992,7.6
WA_1993,WA,1993,7.1
WA_1994,WA,1994,6.3
WA_1995,WA,1995,6.5
WA_1996,WA,1996,5.7
WA_1997,WA,1997,4.7
WA_1998,WA,1998,5
WA_1999,WA,1999,4.9
WA_2000,WA,2000,5.3
WA_2001,WA,2001,6.8
WA_2002,WA,2002,7.3
WA_2003,WA,2003,7.3
WA_2004,WA,2004,5.9
WA_2005,WA,2005,5.4
WA_2006,WA,2006,5.1
WA_2007,WA,2007,4.8
WA_2008,WA,2008,6
WA_2009,WA,2009,10.3
WA_2010,WA,2010,9.8
WA_2011,WA,2011,9
WA_2012,WA,2012,7.7
WA_2013,WA,2013,6.8
WA_2014,WA,2014,6
WA_2015,WA,2015,5.6
WA_2016,WA,2016,5.1
WA_2017,WA,2017,4.7
WV_1976,WV,1976,6.6
WV_1977,WV,1977,6.9
WV_1978,WV,1978,6.3
WV_1979,WV,1979,7.4
WV_1980,WV,1980,10.2
WV_1981,WV,1981,10
WV_1982,WV,1982,16.8
WV_1983,WV,1983,16.9
WV_1984,WV,1984,14.5
WV_1985,WV,1985,12.3
WV_1986,WV,1986,11.5
WV_1987,WV,1987,10.6
WV_1988,WV,1988,9.4
WV_1989,WV,1989,8.3
WV_1990,WV,1990,9.3
WV_1991,WV,1991,11.2
WV_1992,WV,1992,11.2
WV_1993,WV,1993,10.1
WV_1994,WV,1994,8.1
WV_1995,WV,1995,8
WV_1996,WV,1996,7.3
WV_1997,WV,1997,6.7
WV_1998,WV,1998,6.5
WV_1999,WV,1999,6.3
WV_2000,WV,2000,5.5
WV_2001,WV,2001,5
WV_2002,WV,2002,6
WV_2003,WV,2003,5.8
WV_2004,WV,2004,5.1
WV_2005,WV,2005,5.1
WV_2006,WV,2006,5.1
WV_2007,WV,2007,4.7
WV_2008,WV,2008,4.4
WV_2009,WV,2009,8.3
WV_2010,WV,2010,8.8
WV_2011,WV,2011,7.8
WV_2012,WV,2012,7.6
WV_2013,WV,2013,6.7
WV_2014,WV,2014,6.5
WV_2015,WV,2015,6.5
WV_2016,WV,2016,5.9
WV_2017,WV,2017,5.4
WI_1976,WI,1976,5.4
WI_1977,WI,1977,5
WI_1978,WI,1978,5.1
WI_1979,WI,1979,4.6
WI_1980,WI,1980,8.6
WI_1981,WI,1981,8.3
WI_1982,WI,1982,11.4
WI_1983,WI,1983,9.2
WI_1984,WI,1984,7
WI_1985,WI,1985,7.2
WI_1986,WI,1986,6.8
WI_1987,WI,1987,5.6
WI_1988,WI,1988,4.2
WI_1989,WI,1989,4.3
WI_1990,WI,1990,4.7
WI_1991,WI,1991,5.4
WI_1992,WI,1992,5
WI_1993,WI,1993,4.7
WI_1994,WI,1994,4.2
WI_1995,WI,1995,3.8
WI_1996,WI,1996,3.5
WI_1997,WI,1997,3.4
WI_1998,WI,1998,3.6
WI_1999,WI,1999,3.1
WI_2000,WI,2000,3.7
WI_2001,WI,2001,4.9
WI_2002,WI,2002,5.4
WI_2003,WI,2003,5.6
WI_2004,WI,2004,4.9
WI_2005,WI,2005,4.8
WI_2006,WI,2006,4.8
WI_2007,WI,2007,5
WI_2008,WI,2008,5.5
WI_2009,WI,2009,9.1
WI_2010,WI,2010,8.3
WI_2011,WI,2011,7.5
WI_2012,WI,2012,6.9
WI_2013,WI,2013,6.5
WI_2014,WI,2014,5
WI_2015,WI,2015,4.4
WI_2016,WI,2016,3.9
WI_2017,WI,2017,3.2
WY_1976,WY,1976,3.8
WY_1977,WY,1977,3.1
WY_1978,WY,1978,3.1
WY_1979,WY,1979,3
WY_1980,WY,1980,4.3
WY_1981,WY,1981,4
WY_1982,WY,1982,7.7
WY_1983,WY,1983,6.9
WY_1984,WY,1984,6.3
WY_1985,WY,1985,7.3
WY_1986,WY,1986,9.3
WY_1987,WY,1987,7.2
WY_1988,WY,1988,6.4
WY_1989,WY,1989,6
WY_1990,WY,1990,5.3
WY_1991,WY,1991,5.4
WY_1992,WY,1992,5.4
WY_1993,WY,1993,5.4
WY_1994,WY,1994,4.7
WY_1995,WY,1995,4.8
WY_1996,WY,1996,5
WY_1997,WY,1997,4.6
WY_1998,WY,1998,4.8
WY_1999,WY,1999,4.4
WY_2000,WY,2000,3.9
WY_2001,WY,2001,3.8
WY_2002,WY,2002,4.1
WY_2003,WY,2003,4.1
WY_2004,WY,2004,3.8
WY_2005,WY,2005,3.6
WY_2006,WY,2006,3.2
WY_2007,WY,2007,2.9
WY_2008,WY,2008,3.3
WY_2009,WY,2009,7
WY_2010,WY,2010,6.1
WY_2011,WY,2011,5.7
WY_2012,WY,2012,5.3
WY_2013,WY,2013,4.6
WY_2014,WY,2014,4.1
WY_2015,WY,2015,4.5
WY_2016,WY,2016,5
WY_2017,WY,2017,4.2
HI_2018,HI,2018,2.2
IA_2018,IA,2018,2.5
ID_2018,ID,2018,2.7
NH_2018,NH,2018,2.7
ND_2018,ND,2018,2.7
MN_2018,MN,2018,2.8
NE_2018,NE,2018,2.8
VT_2018,VT,2018,2.9
VA_2018,VA,2018,2.9
SD_2018,SD,2018,3
WI_2018,WI,2018,3
CO_2018,CO,2018,3.1
MO_2018,MO,2018,3.2
UT_2018,UT,2018,3.2
KS_2018,KS,2018,3.3
ME_2018,ME,2018,3.3
SC_2018,SC,2018,3.3
AR_2018,AR,2018,3.5
FL_2018,FL,2018,3.5
IN_2018,IN,2018,3.5
OK_2018,OK,2018,3.5
MA_2018,MA,2018,3.6
MT_2018,MT,2018,3.6
TN_2018,TN,2018,3.6
GA_2018,GA,2018,3.7
NC_2018,NC,2018,3.8
OR_2018,OR,2018,3.8
TX_2018,TX,2018,3.8
RI_2018,RI,2018,3.9
DE_2018,DE,2018,4
MI_2018,MI,2018,4
AL_2018,AL,2018,4.1
CA_2018,CA,2018,4.1
IL_2018,IL,2018,4.1
NY_2018,NY,2018,4.1
PA_2018,PA,2018,4.1
WY_2018,WY,2018,4.1
CT_2018,CT,2018,4.2
MD_2018,MD,2018,4.2
NJ_2018,NJ,2018,4.2
WA_2018,WA,2018,4.4
KY_2018,KY,2018,4.5
NV_2018,NV,2018,4.5
NM_2018,NM,2018,4.6
OH_2018,OH,2018,4.6
AZ_2018,AZ,2018,4.7
MS_2018,MS,2018,4.8
LA_2018,LA,2018,5
WV_2018,WV,2018,5.2
DC_2018,DC,2018,5.7
AL_2018,AL,2018,6.5
